,holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,year,month,day,hour,traffic_volume
42625,None,276.65,0.0,0.0,90,Snow,light snow,2018-03-26 02:00:00,2018,3,26,02:00,248
42626,None,275.56,0.0,0.0,90,Snow,light snow,2018-03-26 03:00:00,2018,3,26,03:00,336
42627,None,275.56,0.0,0.0,90,Mist,mist,2018-03-26 03:00:00,2018,3,26,03:00,336
42628,None,272.13,0.0,0.0,92,Clouds,overcast clouds,2018-03-26 04:00:00,2018,3,26,04:00,851
42629,None,273.15,0.0,0.0,90,Snow,snow,2018-03-26 05:00:00,2018,3,26,05:00,2625
42630,None,273.15,0.0,0.0,90,Mist,mist,2018-03-26 05:00:00,2018,3,26,05:00,2625
42631,None,273.23,0.0,0.0,90,Snow,light snow,2018-03-26 06:00:00,2018,3,26,06:00,5213
42632,None,273.23,0.0,0.0,90,Rain,light rain,2018-03-26 06:00:00,2018,3,26,06:00,5213
42633,None,273.22,0.0,0.0,90,Snow,light snow,2018-03-26 07:00:00,2018,3,26,07:00,6382
42634,None,273.15,0.0,0.0,90,Clouds,overcast clouds,2018-03-26 08:00:00,2018,3,26,08:00,5654
42635,None,273.28,0.0,0.0,90,Clouds,overcast clouds,2018-03-26 09:00:00,2018,3,26,09:00,4843
42636,None,273.58,0.0,0.0,90,Clouds,overcast clouds,2018-03-26 10:00:00,2018,3,26,10:00,4129
42637,None,274.41,0.0,0.0,75,Rain,light rain,2018-03-26 11:00:00,2018,3,26,11:00,4370
42638,None,274.95,0.0,0.0,40,Clouds,scattered clouds,2018-03-26 12:00:00,2018,3,26,12:00,4562
42639,None,275.08,0.0,0.0,90,Clouds,overcast clouds,2018-03-26 13:00:00,2018,3,26,13:00,4661
42640,None,275.28,0.0,0.0,90,Rain,moderate rain,2018-03-26 14:00:00,2018,3,26,14:00,4992
42641,None,275.28,0.0,0.0,90,Snow,light snow,2018-03-26 14:00:00,2018,3,26,14:00,4992
42642,None,275.42,0.0,0.0,90,Rain,light rain,2018-03-26 15:00:00,2018,3,26,15:00,5494
42643,None,275.3,0.0,0.0,90,Rain,light rain,2018-03-26 16:00:00,2018,3,26,16:00,6402
42644,None,275.3,0.0,0.0,90,Drizzle,light intensity drizzle,2018-03-26 16:00:00,2018,3,26,16:00,6402
42645,None,275.01,0.0,0.0,90,Rain,light rain,2018-03-26 17:00:00,2018,3,26,17:00,5956
42646,None,275.01,0.0,0.0,90,Drizzle,drizzle,2018-03-26 17:00:00,2018,3,26,17:00,5956
42647,None,275.01,0.0,0.0,90,Snow,snow,2018-03-26 17:00:00,2018,3,26,17:00,5956
42648,None,274.51,0.0,0.0,90,Rain,moderate rain,2018-03-26 18:00:00,2018,3,26,18:00,4041
42649,None,274.51,0.0,0.0,90,Mist,mist,2018-03-26 18:00:00,2018,3,26,18:00,4041
42650,None,274.51,0.0,0.0,90,Drizzle,light intensity drizzle,2018-03-26 18:00:00,2018,3,26,18:00,4041
42651,None,274.36,0.0,0.0,90,Rain,moderate rain,2018-03-26 19:00:00,2018,3,26,19:00,3000
42652,None,274.36,0.0,0.0,90,Mist,mist,2018-03-26 19:00:00,2018,3,26,19:00,3000
42653,None,274.36,0.0,0.0,90,Snow,light snow,2018-03-26 19:00:00,2018,3,26,19:00,3000
42654,None,274.22,0.0,0.0,90,Rain,proximity shower rain,2018-03-26 20:00:00,2018,3,26,20:00,2500
42655,None,274.22,0.0,0.0,90,Mist,mist,2018-03-26 20:00:00,2018,3,26,20:00,2500
42656,None,274.22,0.0,0.0,90,Drizzle,light intensity drizzle,2018-03-26 20:00:00,2018,3,26,20:00,2500
42657,None,274.08,0.0,0.0,90,Rain,moderate rain,2018-03-26 21:00:00,2018,3,26,21:00,2012
42658,None,274.08,0.0,0.0,90,Mist,mist,2018-03-26 21:00:00,2018,3,26,21:00,2012
42659,None,274.08,0.0,0.0,90,Snow,light snow,2018-03-26 21:00:00,2018,3,26,21:00,2012
42660,None,274.08,0.0,0.0,90,Drizzle,drizzle,2018-03-26 21:00:00,2018,3,26,21:00,2012
42661,None,274.08,0.0,0.0,90,Rain,light rain,2018-03-26 22:00:00,2018,3,26,22:00,1413
42662,None,274.08,0.0,0.0,90,Mist,mist,2018-03-26 22:00:00,2018,3,26,22:00,1413
42663,None,274.15,0.0,0.0,90,Rain,moderate rain,2018-03-26 23:00:00,2018,3,26,23:00,877
42664,None,274.15,0.0,0.0,90,Mist,mist,2018-03-26 23:00:00,2018,3,26,23:00,877
42665,None,274.15,0.0,0.0,90,Drizzle,drizzle,2018-03-26 23:00:00,2018,3,26,23:00,877
42666,None,274.08,0.0,0.0,90,Drizzle,light intensity drizzle,2018-03-27 00:00:00,2018,3,27,00:00,516
42667,None,274.08,0.0,0.0,90,Mist,mist,2018-03-27 00:00:00,2018,3,27,00:00,516
42668,None,274.08,0.0,0.0,90,Rain,moderate rain,2018-03-27 00:00:00,2018,3,27,00:00,516
42669,None,274.08,0.0,0.0,90,Haze,haze,2018-03-27 00:00:00,2018,3,27,00:00,516
42670,None,274.15,0.0,0.0,90,Mist,mist,2018-03-27 01:00:00,2018,3,27,01:00,313
42671,None,274.15,0.0,0.0,90,Fog,fog,2018-03-27 01:00:00,2018,3,27,01:00,313
42672,None,274.15,0.0,0.0,90,Drizzle,light intensity drizzle,2018-03-27 01:00:00,2018,3,27,01:00,313
42673,None,274.15,0.0,0.0,90,Haze,haze,2018-03-27 01:00:00,2018,3,27,01:00,313
42674,None,274.0,0.0,0.0,90,Mist,mist,2018-03-27 02:00:00,2018,3,27,02:00,249
42675,None,273.94,0.0,0.0,90,Mist,mist,2018-03-27 03:00:00,2018,3,27,03:00,344
42676,None,274.0,0.0,0.0,90,Mist,mist,2018-03-27 04:00:00,2018,3,27,04:00,879
42677,None,273.92,0.0,0.0,90,Mist,mist,2018-03-27 05:00:00,2018,3,27,05:00,2781
42678,None,273.92,0.0,0.0,90,Mist,mist,2018-03-27 06:00:00,2018,3,27,06:00,5421
42679,None,273.84,0.0,0.0,90,Mist,mist,2018-03-27 07:00:00,2018,3,27,07:00,6696
42680,None,273.84,0.0,0.0,90,Haze,haze,2018-03-27 07:00:00,2018,3,27,07:00,6696
42681,None,273.84,0.0,0.0,90,Mist,mist,2018-03-27 08:00:00,2018,3,27,08:00,5970
42682,None,273.84,0.0,0.0,90,Haze,haze,2018-03-27 08:00:00,2018,3,27,08:00,5970
42683,None,273.94,0.0,0.0,90,Mist,mist,2018-03-27 09:00:00,2018,3,27,09:00,5088
42684,None,273.94,0.0,0.0,90,Haze,haze,2018-03-27 09:00:00,2018,3,27,09:00,5088
42685,None,274.08,0.0,0.0,90,Mist,mist,2018-03-27 10:00:00,2018,3,27,10:00,4388
42686,None,274.29,0.0,0.0,90,Clouds,overcast clouds,2018-03-27 11:00:00,2018,3,27,11:00,4466
42687,None,274.65,0.0,0.0,90,Mist,mist,2018-03-27 12:00:00,2018,3,27,12:00,5025
42688,None,275.43,0.0,0.0,90,Clouds,overcast clouds,2018-03-27 13:00:00,2018,3,27,13:00,4793
42689,None,276.65,0.0,0.0,40,Clouds,scattered clouds,2018-03-27 14:00:00,2018,3,27,14:00,5374
42690,None,277.81,0.0,0.0,20,Clouds,few clouds,2018-03-27 15:00:00,2018,3,27,15:00,5801
42691,None,279.28,0.0,0.0,20,Clouds,few clouds,2018-03-27 16:00:00,2018,3,27,16:00,6868
42692,None,280.68,0.0,0.0,1,Clear,sky is clear,2018-03-27 17:00:00,2018,3,27,17:00,6139
42693,None,281.0,0.0,0.0,5,Clear,sky is clear,2018-03-27 18:00:00,2018,3,27,18:00,4715
42694,None,281.07,0.0,0.0,5,Clear,sky is clear,2018-03-27 19:00:00,2018,3,27,19:00,3441
42695,None,279.73,0.0,0.0,5,Clear,sky is clear,2018-03-27 20:00:00,2018,3,27,20:00,2952
42696,None,277.55,0.0,0.0,5,Clear,sky is clear,2018-03-27 21:00:00,2018,3,27,21:00,2415
42697,None,276.48,0.0,0.0,1,Clear,sky is clear,2018-03-27 22:00:00,2018,3,27,22:00,2058
42698,None,275.68,0.0,0.0,1,Clear,sky is clear,2018-03-27 23:00:00,2018,3,27,23:00,1060
42699,None,274.79,0.0,0.0,1,Clear,sky is clear,2018-03-28 00:00:00,2018,3,28,00:00,600
42700,None,274.65,0.0,0.0,1,Haze,haze,2018-03-28 01:00:00,2018,3,28,01:00,380
42701,None,273.75,0.0,0.0,1,Mist,mist,2018-03-28 02:00:00,2018,3,28,02:00,263
42702,None,273.22,0.0,0.0,1,Mist,mist,2018-03-28 03:00:00,2018,3,28,03:00,352
42703,None,272.86,0.0,0.0,1,Mist,mist,2018-03-28 04:00:00,2018,3,28,04:00,859
42704,None,272.95,0.0,0.0,1,Mist,mist,2018-03-28 05:00:00,2018,3,28,05:00,2825
42705,None,272.95,0.0,0.0,1,Haze,haze,2018-03-28 05:00:00,2018,3,28,05:00,2825
42706,None,272.76,0.0,0.0,1,Mist,mist,2018-03-28 06:00:00,2018,3,28,06:00,5355
42707,None,272.62,0.0,0.0,5,Mist,mist,2018-03-28 07:00:00,2018,3,28,07:00,6650
42708,None,273.08,0.0,0.0,1,Mist,mist,2018-03-28 08:00:00,2018,3,28,08:00,6014
42709,None,274.81,0.0,0.0,40,Mist,mist,2018-03-28 09:00:00,2018,3,28,09:00,5082
42710,None,276.72,0.0,0.0,1,Mist,mist,2018-03-28 10:00:00,2018,3,28,10:00,4655
42711,None,279.61,0.0,0.0,75,Clouds,broken clouds,2018-03-28 11:00:00,2018,3,28,11:00,4775
42712,None,280.94,0.0,0.0,40,Clouds,scattered clouds,2018-03-28 12:00:00,2018,3,28,12:00,5066
42713,None,281.81,0.0,0.0,75,Clouds,broken clouds,2018-03-28 13:00:00,2018,3,28,13:00,5197
42714,None,282.44,0.0,0.0,90,Clouds,overcast clouds,2018-03-28 14:00:00,2018,3,28,14:00,5484
42715,None,282.68,0.0,0.0,90,Clouds,overcast clouds,2018-03-28 15:00:00,2018,3,28,15:00,5938
42716,None,282.48,0.0,0.0,40,Clouds,scattered clouds,2018-03-28 16:00:00,2018,3,28,16:00,6988
42717,None,281.5,0.0,0.0,90,Rain,light rain,2018-03-28 17:00:00,2018,3,28,17:00,6540
42718,None,281.5,0.0,0.0,90,Drizzle,light intensity drizzle,2018-03-28 17:00:00,2018,3,28,17:00,6540
42719,None,281.35,0.0,0.0,90,Clouds,overcast clouds,2018-03-28 18:00:00,2018,3,28,18:00,4918
42720,None,280.48,0.0,0.0,90,Clouds,overcast clouds,2018-03-28 19:00:00,2018,3,28,19:00,3392
42721,None,279.08,0.0,0.0,40,Clouds,scattered clouds,2018-03-28 20:00:00,2018,3,28,20:00,3105
42722,None,277.61,0.0,0.0,75,Clouds,broken clouds,2018-03-28 21:00:00,2018,3,28,21:00,2616
42723,None,276.38,0.0,0.0,1,Clear,sky is clear,2018-03-28 22:00:00,2018,3,28,22:00,1736
42724,None,275.3,0.0,0.0,1,Clear,sky is clear,2018-03-28 23:00:00,2018,3,28,23:00,1132
42725,None,273.49,0.0,0.0,1,Clear,sky is clear,2018-03-29 00:00:00,2018,3,29,00:00,553
42726,None,272.42,0.0,0.0,1,Clear,sky is clear,2018-03-29 01:00:00,2018,3,29,01:00,354
42727,None,270.82,0.0,0.0,1,Clear,sky is clear,2018-03-29 03:00:00,2018,3,29,03:00,353
42728,None,270.22,0.0,0.0,1,Clear,sky is clear,2018-03-29 04:00:00,2018,3,29,04:00,859
42729,None,269.48,0.0,0.0,1,Clear,sky is clear,2018-03-29 05:00:00,2018,3,29,05:00,2804
42730,None,268.82,0.0,0.0,1,Clear,sky is clear,2018-03-29 06:00:00,2018,3,29,06:00,5405
42731,None,268.35,0.0,0.0,40,Clouds,scattered clouds,2018-03-29 07:00:00,2018,3,29,07:00,6460
42732,None,268.15,0.0,0.0,5,Clear,sky is clear,2018-03-29 08:00:00,2018,3,29,08:00,6002
42733,None,269.15,0.0,0.0,20,Clouds,few clouds,2018-03-29 09:00:00,2018,3,29,09:00,4995
42734,None,270.01,0.0,0.0,20,Clouds,few clouds,2018-03-29 10:00:00,2018,3,29,10:00,4579
42735,None,270.88,0.0,0.0,5,Clear,sky is clear,2018-03-29 11:00:00,2018,3,29,11:00,5058
42736,None,272.08,0.0,0.0,1,Clear,sky is clear,2018-03-29 12:00:00,2018,3,29,12:00,5252
42737,None,273.0,0.0,0.0,1,Clear,sky is clear,2018-03-29 13:00:00,2018,3,29,13:00,5338
42738,None,274.48,0.0,0.0,20,Clouds,few clouds,2018-03-29 14:00:00,2018,3,29,14:00,5562
42739,None,275.36,0.0,0.0,1,Snow,light snow,2018-03-29 15:00:00,2018,3,29,15:00,6040
42740,None,276.43,0.0,0.0,20,Clouds,few clouds,2018-03-29 16:00:00,2018,3,29,16:00,6573
42741,None,276.88,0.0,0.0,20,Clouds,few clouds,2018-03-29 17:00:00,2018,3,29,17:00,6034
42742,None,277.3,0.0,0.0,1,Clear,sky is clear,2018-03-29 18:00:00,2018,3,29,18:00,5050
42743,None,276.69,0.0,0.0,1,Clear,sky is clear,2018-03-29 19:00:00,2018,3,29,19:00,3656
42744,None,275.58,0.0,0.0,5,Clear,sky is clear,2018-03-29 20:00:00,2018,3,29,20:00,3373
42745,None,274.3,0.0,0.0,5,Clear,sky is clear,2018-03-29 21:00:00,2018,3,29,21:00,3584
42746,None,272.89,0.0,0.0,1,Clear,sky is clear,2018-03-29 22:00:00,2018,3,29,22:00,3691
42747,None,272.8,0.0,0.0,1,Clear,sky is clear,2018-03-29 23:00:00,2018,3,29,23:00,1484
42748,None,272.3,0.0,0.0,1,Clear,sky is clear,2018-03-30 00:00:00,2018,3,30,00:00,817
42749,None,271.93,0.0,0.0,1,Clear,sky is clear,2018-03-30 01:00:00,2018,3,30,01:00,413
42750,None,271.22,0.0,0.0,1,Clear,sky is clear,2018-03-30 02:00:00,2018,3,30,02:00,329
42751,None,270.09,0.0,0.0,1,Clear,sky is clear,2018-03-30 03:00:00,2018,3,30,03:00,359
42752,None,269.65,0.0,0.0,1,Clear,sky is clear,2018-03-30 04:00:00,2018,3,30,04:00,749
42753,None,269.15,0.0,0.0,1,Clear,sky is clear,2018-03-30 05:00:00,2018,3,30,05:00,2367
42754,None,268.89,0.0,0.0,1,Clear,sky is clear,2018-03-30 06:00:00,2018,3,30,06:00,4463
42755,None,268.55,0.0,0.0,75,Clouds,broken clouds,2018-03-30 07:00:00,2018,3,30,07:00,5449
42756,None,269.01,0.0,0.0,40,Clouds,scattered clouds,2018-03-30 08:00:00,2018,3,30,08:00,5227
42757,None,270.74,0.0,0.0,75,Clouds,broken clouds,2018-03-30 09:00:00,2018,3,30,09:00,4964
42758,None,272.68,0.0,0.0,75,Snow,light snow,2018-03-30 10:00:00,2018,3,30,10:00,4892
42759,None,274.27,0.0,0.0,75,Snow,light snow,2018-03-30 11:00:00,2018,3,30,11:00,5350
42760,None,275.64,0.0,0.0,90,Snow,light snow,2018-03-30 12:00:00,2018,3,30,12:00,5783
42761,None,275.72,0.0,0.0,90,Snow,light snow,2018-03-30 13:00:00,2018,3,30,13:00,5589
42762,None,276.43,0.0,0.0,90,Snow,light snow,2018-03-30 14:00:00,2018,3,30,14:00,5713
42763,None,276.0,0.0,0.0,90,Snow,light snow,2018-03-30 15:00:00,2018,3,30,15:00,5936
42764,None,276.0,0.0,0.0,90,Rain,light rain,2018-03-30 15:00:00,2018,3,30,15:00,5936
42765,None,275.55,0.0,0.0,90,Snow,light snow,2018-03-30 16:00:00,2018,3,30,16:00,6137
42766,None,275.68,0.0,0.0,90,Clouds,overcast clouds,2018-03-30 17:00:00,2018,3,30,17:00,5289
42767,None,275.22,0.0,0.0,90,Clouds,overcast clouds,2018-03-30 18:00:00,2018,3,30,18:00,4573
42768,None,274.69,0.0,0.0,75,Clouds,broken clouds,2018-03-30 19:00:00,2018,3,30,19:00,3604
42769,None,274.15,0.0,0.0,1,Clear,sky is clear,2018-03-30 20:00:00,2018,3,30,20:00,3233
42770,None,273.29,0.0,0.0,90,Clouds,overcast clouds,2018-03-30 21:00:00,2018,3,30,21:00,3024
42771,None,272.95,0.0,0.0,75,Clouds,broken clouds,2018-03-30 22:00:00,2018,3,30,22:00,2358
42772,None,272.48,0.0,0.0,90,Snow,light snow,2018-03-30 23:00:00,2018,3,30,23:00,1685
42773,None,271.8,0.0,0.0,90,Snow,snow,2018-03-31 00:00:00,2018,3,31,00:00,963
42774,None,271.8,0.0,0.0,90,Mist,mist,2018-03-31 00:00:00,2018,3,31,00:00,963
42775,None,271.86,0.0,0.0,90,Snow,snow,2018-03-31 01:00:00,2018,3,31,01:00,580
42776,None,271.86,0.0,0.0,90,Mist,mist,2018-03-31 01:00:00,2018,3,31,01:00,580
42777,None,271.86,0.0,0.0,90,Fog,fog,2018-03-31 01:00:00,2018,3,31,01:00,580
42778,None,272.15,0.0,0.0,90,Snow,heavy snow,2018-03-31 02:00:00,2018,3,31,02:00,485
42779,None,272.15,0.0,0.0,90,Mist,mist,2018-03-31 02:00:00,2018,3,31,02:00,485
42780,None,272.86,0.0,0.0,90,Snow,snow,2018-03-31 03:00:00,2018,3,31,03:00,386
42781,None,272.86,0.0,0.0,90,Mist,mist,2018-03-31 03:00:00,2018,3,31,03:00,386
42782,None,273.0,0.0,0.0,90,Mist,mist,2018-03-31 04:00:00,2018,3,31,04:00,352
42783,None,273.0,0.0,0.0,90,Snow,heavy snow,2018-03-31 04:00:00,2018,3,31,04:00,352
42784,None,272.72,0.0,0.0,90,Rain,light rain,2018-03-31 05:00:00,2018,3,31,05:00,588
42785,None,272.72,0.0,0.0,90,Mist,mist,2018-03-31 05:00:00,2018,3,31,05:00,588
42786,None,272.72,0.0,0.0,90,Snow,snow,2018-03-31 05:00:00,2018,3,31,05:00,588
42787,None,272.72,0.0,0.0,90,Fog,fog,2018-03-31 05:00:00,2018,3,31,05:00,588
42788,None,271.72,0.0,0.0,90,Snow,snow,2018-03-31 06:00:00,2018,3,31,06:00,1045
42789,None,271.72,0.0,0.0,90,Mist,mist,2018-03-31 06:00:00,2018,3,31,06:00,1045
42790,None,271.72,0.0,0.0,90,Rain,moderate rain,2018-03-31 06:00:00,2018,3,31,06:00,1045
42791,None,270.58,0.0,0.0,90,Mist,mist,2018-03-31 07:00:00,2018,3,31,07:00,1556
42792,None,270.58,0.0,0.0,90,Snow,light snow,2018-03-31 07:00:00,2018,3,31,07:00,1556
42793,None,269.93,0.0,0.0,90,Snow,light snow,2018-03-31 08:00:00,2018,3,31,08:00,2289
42794,None,269.29,0.0,0.0,90,Snow,light snow,2018-03-31 09:00:00,2018,3,31,09:00,3092
42795,None,269.29,0.0,0.0,90,Haze,haze,2018-03-31 09:00:00,2018,3,31,09:00,3092
42796,None,268.95,0.0,0.0,75,Snow,light snow,2018-03-31 10:00:00,2018,3,31,10:00,3629
42797,None,268.36,0.0,0.0,1,Haze,haze,2018-03-31 11:00:00,2018,3,31,11:00,4051
42798,None,268.84,0.0,0.0,40,Clouds,scattered clouds,2018-03-31 12:00:00,2018,3,31,12:00,4348
42799,None,269.3,0.0,0.0,40,Clouds,scattered clouds,2018-03-31 13:00:00,2018,3,31,13:00,4337
42800,None,269.69,0.0,0.0,1,Clear,sky is clear,2018-03-31 14:00:00,2018,3,31,14:00,4548
42801,None,269.69,0.0,0.0,20,Clouds,few clouds,2018-03-31 15:00:00,2018,3,31,15:00,4400
42802,None,269.69,0.0,0.0,5,Clear,sky is clear,2018-03-31 16:00:00,2018,3,31,16:00,4222
42803,None,269.84,0.0,0.0,20,Clouds,few clouds,2018-03-31 17:00:00,2018,3,31,17:00,4155
42804,None,269.01,0.0,0.0,20,Clouds,few clouds,2018-03-31 18:00:00,2018,3,31,18:00,3993
42805,None,267.94,0.0,0.0,5,Clear,sky is clear,2018-03-31 19:00:00,2018,3,31,19:00,3333
42806,None,266.58,0.0,0.0,5,Clear,sky is clear,2018-03-31 20:00:00,2018,3,31,20:00,2910
42807,None,265.22,0.0,0.0,5,Clear,sky is clear,2018-03-31 21:00:00,2018,3,31,21:00,2761
42808,None,264.31,0.0,0.0,1,Clear,sky is clear,2018-03-31 22:00:00,2018,3,31,22:00,2695
42809,None,263.15,0.0,0.0,1,Clear,sky is clear,2018-03-31 23:00:00,2018,3,31,23:00,1771
42810,None,262.65,0.0,0.0,1,Clear,sky is clear,2018-04-01 00:00:00,2018,4,1,00:00,1128
42811,None,262.15,0.0,0.0,1,Clear,sky is clear,2018-04-01 01:00:00,2018,4,1,01:00,652
42812,None,261.79,0.0,0.0,1,Clear,sky is clear,2018-04-01 02:00:00,2018,4,1,02:00,520
42813,None,261.72,0.0,0.0,1,Clear,sky is clear,2018-04-01 03:00:00,2018,4,1,03:00,313
42814,None,261.65,0.0,0.0,1,Clear,sky is clear,2018-04-01 04:00:00,2018,4,1,04:00,249
42815,None,261.22,0.0,0.0,1,Clear,sky is clear,2018-04-01 05:00:00,2018,4,1,05:00,426
42816,None,261.07,0.0,0.0,1,Clear,sky is clear,2018-04-01 06:00:00,2018,4,1,06:00,751
42817,None,260.99,0.0,0.0,5,Clear,sky is clear,2018-04-01 07:00:00,2018,4,1,07:00,978
42818,None,261.22,0.0,0.0,5,Clear,sky is clear,2018-04-01 08:00:00,2018,4,1,08:00,1718
42819,None,262.86,0.0,0.0,5,Clear,sky is clear,2018-04-01 09:00:00,2018,4,1,09:00,2444
42820,None,264.37,0.0,0.0,5,Clear,sky is clear,2018-04-01 10:00:00,2018,4,1,10:00,3306
42821,None,265.83,0.0,0.0,5,Clear,sky is clear,2018-04-01 11:00:00,2018,4,1,11:00,3641
42822,None,267.29,0.0,0.0,5,Clear,sky is clear,2018-04-01 12:00:00,2018,4,1,12:00,3964
42823,None,268.79,0.0,0.0,5,Clear,sky is clear,2018-04-01 13:00:00,2018,4,1,13:00,4043
42824,None,269.93,0.0,0.0,5,Clear,sky is clear,2018-04-01 14:00:00,2018,4,1,14:00,3996
42825,None,270.79,0.0,0.0,5,Clear,sky is clear,2018-04-01 15:00:00,2018,4,1,15:00,4102
42826,None,271.68,0.0,0.0,20,Clouds,few clouds,2018-04-01 16:00:00,2018,4,1,16:00,4679
42827,None,271.82,0.0,0.0,1,Clear,sky is clear,2018-04-01 17:00:00,2018,4,1,17:00,4569
42828,None,271.95,0.0,0.0,40,Clouds,scattered clouds,2018-04-01 18:00:00,2018,4,1,18:00,4424
42829,None,271.69,0.0,0.0,1,Clear,sky is clear,2018-04-01 19:00:00,2018,4,1,19:00,3892
42830,None,271.08,0.0,0.0,5,Clear,sky is clear,2018-04-01 20:00:00,2018,4,1,20:00,3320
42831,None,269.95,0.0,0.0,5,Clear,sky is clear,2018-04-01 21:00:00,2018,4,1,21:00,2545
42832,None,269.58,0.0,0.0,1,Clear,sky is clear,2018-04-01 22:00:00,2018,4,1,22:00,1682
42833,None,268.58,0.0,0.0,1,Clear,sky is clear,2018-04-01 23:00:00,2018,4,1,23:00,952
42834,None,267.92,0.0,0.0,1,Clear,sky is clear,2018-04-02 00:00:00,2018,4,2,00:00,543
42835,None,267.69,0.0,0.0,1,Clear,sky is clear,2018-04-02 01:00:00,2018,4,2,01:00,311
42836,None,266.92,0.0,0.0,1,Clear,sky is clear,2018-04-02 02:00:00,2018,4,2,02:00,246
42837,None,266.99,0.0,0.0,1,Clear,sky is clear,2018-04-02 03:00:00,2018,4,2,03:00,352
42838,None,266.61,0.0,0.0,1,Clear,sky is clear,2018-04-02 04:00:00,2018,4,2,04:00,807
42839,None,266.07,0.0,0.0,1,Clear,sky is clear,2018-04-02 05:00:00,2018,4,2,05:00,2683
42840,None,265.99,0.0,0.0,1,Clear,sky is clear,2018-04-02 06:00:00,2018,4,2,06:00,5147
42841,None,265.73,0.0,0.0,40,Clouds,scattered clouds,2018-04-02 07:00:00,2018,4,2,07:00,6148
42842,None,266.57,0.0,0.0,75,Clouds,broken clouds,2018-04-02 08:00:00,2018,4,2,08:00,5557
42843,None,269.52,0.0,0.0,75,Clouds,broken clouds,2018-04-02 09:00:00,2018,4,2,09:00,4776
42844,None,270.93,0.0,0.0,75,Clouds,broken clouds,2018-04-02 10:00:00,2018,4,2,10:00,4397
42845,None,272.38,0.0,0.0,90,Clouds,overcast clouds,2018-04-02 11:00:00,2018,4,2,11:00,4509
42846,None,273.72,0.0,0.0,1,Clear,sky is clear,2018-04-02 12:00:00,2018,4,2,12:00,4947
42847,None,273.66,0.0,0.0,90,Snow,light snow,2018-04-02 13:00:00,2018,4,2,13:00,4895
42848,None,272.16,0.0,0.0,90,Snow,snow,2018-04-02 14:00:00,2018,4,2,14:00,4750
42849,None,272.16,0.0,0.0,90,Mist,mist,2018-04-02 14:00:00,2018,4,2,14:00,4750
42850,None,272.16,0.0,0.0,90,Fog,fog,2018-04-02 14:00:00,2018,4,2,14:00,4750
42851,None,271.73,0.0,0.0,90,Snow,snow,2018-04-02 15:00:00,2018,4,2,15:00,4949
42852,None,271.73,0.0,0.0,90,Mist,mist,2018-04-02 15:00:00,2018,4,2,15:00,4949
42853,None,272.02,0.0,0.0,90,Snow,snow,2018-04-02 16:00:00,2018,4,2,16:00,6000
42854,None,272.02,0.0,0.0,90,Mist,mist,2018-04-02 16:00:00,2018,4,2,16:00,6000
42855,None,272.29,0.0,0.0,90,Snow,snow,2018-04-02 17:00:00,2018,4,2,17:00,5301
42856,None,272.29,0.0,0.0,90,Mist,mist,2018-04-02 17:00:00,2018,4,2,17:00,5301
42857,None,272.15,0.0,0.0,90,Snow,light snow,2018-04-02 18:00:00,2018,4,2,18:00,3893
42858,None,272.08,0.0,0.0,90,Snow,light snow,2018-04-02 19:00:00,2018,4,2,19:00,2521
42859,None,271.69,0.0,0.0,90,Snow,snow,2018-04-02 20:00:00,2018,4,2,20:00,2159
42860,None,271.69,0.0,0.0,90,Mist,mist,2018-04-02 20:00:00,2018,4,2,20:00,2159
42861,None,271.38,0.0,0.0,90,Snow,snow,2018-04-02 21:00:00,2018,4,2,21:00,2702
42862,None,271.38,0.0,0.0,90,Mist,mist,2018-04-02 21:00:00,2018,4,2,21:00,2702
42863,None,271.53,0.0,0.0,90,Snow,snow,2018-04-02 22:00:00,2018,4,2,22:00,2359
42864,None,271.53,0.0,0.0,90,Mist,mist,2018-04-02 22:00:00,2018,4,2,22:00,2359
42865,None,271.61,0.0,0.0,90,Snow,light snow,2018-04-02 23:00:00,2018,4,2,23:00,1040
42866,None,271.61,0.0,0.0,90,Snow,light snow,2018-04-03 00:00:00,2018,4,3,00:00,552
42867,None,271.58,0.0,0.0,90,Snow,light snow,2018-04-03 01:00:00,2018,4,3,01:00,346
42868,None,271.58,0.0,0.0,90,Clouds,overcast clouds,2018-04-03 02:00:00,2018,4,3,02:00,277
42869,None,271.43,0.0,0.0,90,Snow,light snow,2018-04-03 03:00:00,2018,4,3,03:00,329
42870,None,271.15,0.0,0.0,90,Snow,light snow,2018-04-03 04:00:00,2018,4,3,04:00,836
42871,None,271.15,0.0,0.0,90,Mist,mist,2018-04-03 04:00:00,2018,4,3,04:00,836
42872,None,271.22,0.0,0.0,90,Snow,light snow,2018-04-03 05:00:00,2018,4,3,05:00,2555
42873,None,271.22,0.0,0.0,90,Mist,mist,2018-04-03 05:00:00,2018,4,3,05:00,2555
42874,None,271.08,0.0,0.0,90,Snow,light snow,2018-04-03 06:00:00,2018,4,3,06:00,4311
42875,None,271.08,0.0,0.0,90,Mist,mist,2018-04-03 06:00:00,2018,4,3,06:00,4311
42876,None,270.86,0.0,0.0,90,Snow,light snow,2018-04-03 07:00:00,2018,4,3,07:00,4096
42877,None,270.86,0.0,0.0,90,Mist,mist,2018-04-03 07:00:00,2018,4,3,07:00,4096
